"ab_idx","chain","V gene","source"
"2860","H","IGHV4-39","collected"
"2860","L","IGLV3-21","collected"
"2861","H","IGHV4-34","collected"
"2861","L","IGLV1-47","collected"
"2862","H","IGHV3-30","collected"
"2862","L","IGKV1-33","collected"
"2863","H","IGHV3-30","collected"
"2863","L","IGKV1-5","collected"
"2864","H","IGHV3-30","collected"
"2864","L","IGKV1-27","collected"
"2865","H","IGHV3-53","collected"
"2865","L","IGKV1-27","collected"
"2866","H","IGHV4-59","collected"
"2866","L","IGLV6-57","collected"
"2867","H","IGHV3-48","collected"
"2867","L","IGLV1-44","collected"
"2868","H","IGHV3-66","collected"
"2868","L","IGLV2-23","collected"
"2869","H","IGHV3-33","collected"
"2869","L","IGLV2-11","collected"
"286","H","IGHV3-30","collected"
"286","L","IGKV1-39","collected"
"2870","H","IGHV4-31","collected"
"2870","L","IGLV3-1","collected"
"2871","H","IGHV4-31","collected"
"2871","L","IGLV2-14","collected"
"2872","H","IGHV1-18","collected"
"2872","L","IGLV3-21","collected"
"2873","H","IGHV3-30","collected"
"2873","L","IGKV1D-13","collected"
"2874","H","IGHV3-23","collected"
"2874","L","IGLV3-25","collected"
"2875","H","IGHV3-23","collected"
"2875","L","IGKV1-39","collected"
"2876","H","IGHV1-69","collected"
"2876","L","IGLV1-40","collected"
"2877","H","IGHV1-18","collected"
"2877","L","IGLV3-25","collected"
"2878","H","IGHV3-53","collected"
"2878","L","IGKV1-9","collected"
"2879","H","IGHV3-66","collected"
"2879","L","IGLV2-14","collected"
"2880","H","IGHV3-66","collected"
"2880","L","IGKV1-9","collected"
"2881","H","IGHV3-23","collected"
"2881","L","IGLV3-25","collected"
"2882","H","IGHV3-33","collected"
"2882","L","IGLV6-57","collected"
"2883","H","IGHV3-30","collected"
"2883","L","IGKV1-39","collected"
"2884","H","IGHV3-66","collected"
"2884","L","IGKV1-9","collected"
"2885","H","IGHV3-23","collected"
"2885","L","IGLV2-14","collected"
"2886","H","IGHV3-48","collected"
"2886","L","IGKV1-39","collected"
"2887","H","IGHV1-18","collected"
"2887","L","IGKV3-11","collected"
"2888","H","IGHV3-64D","collected"
"2888","L","IGKV1-39","collected"
"2889","H","IGHV3-66","collected"
"2889","L","IGLV2-14","collected"
"2890","H","IGHV3-23","collected"
"2890","L","IGLV6-57","collected"
"2891","H","IGHV1-18","collected"
"2891","L","IGLV1-44","collected"
"2892","H","IGHV1-69","collected"
"2892","L","IGKV3D-20","collected"
"2893","H","IGHV1-69","collected"
"2893","L","IGKV1-39","collected"
"2894","H","IGHV1-69","collected"
"2894","L","IGLV1-40","collected"
"2895","H","IGHV1-46","collected"
"2895","L","IGKV3-11","collected"
"2896","H","IGHV3-21","collected"
"2896","L","IGLV2-14","collected"
"2897","H","IGHV1-18","collected"
"2897","L","IGKV3-15","collected"
"2898","H","IGHV3-13","collected"
"2898","L","IGKV1-39","collected"
"2899","H","IGHV3-30","collected"
"2899","L","IGKV1-33","collected"
"28","H","IGHV1-8","collected"
"28","L","IGKV1-39","collected"
"2900","H","IGHV3-30","collected"
"2900","L","IGKV1-27","collected"
"2901","H","IGHV3-21","collected"
"2901","L","IGLV3-1","collected"
"2902","H","IGHV5-51","collected"
"2902","L","IGLV7-46","collected"
"2904","H","IGHV3-30","collected"
"2904","L","IGKV1-39","collected"
"2905","H","IGHV3-74","collected"
"2905","L","IGLV2-14","collected"
"2906","H","IGHV3-21","collected"
"2906","L","IGLV6-57","collected"
"2907","H","IGHV1-18","collected"
"2907","L","IGKV1-27","collected"
"2908","H","IGHV3-66","collected"
"2908","L","IGLV2-23","collected"
"2909","H","IGHV3-30","collected"
"2909","L","IGKV1-27","collected"
"290","H","IGHV3-33","collected"
"290","L","IGKV3-11","collected"
"2910","H","IGHV3-66","collected"
"2910","L","IGKV3-15","collected"
"2911","H","IGHV3-30","collected"
"2911","L","IGLV3-21","collected"
"2912","H","IGHV1-18","collected"
"2912","L","IGLV3-25","collected"
"2913","H","IGHV4-34","collected"
"2913","L","IGKV3D-20","collected"
"2914","H","IGHV4-34","collected"
"2914","L","IGKV3D-20","collected"
"2915","H","IGHV4-34","collected"
"2915","L","IGKV3D-20","collected"
"2916","H","IGHV3-66","collected"
"2916","L","IGLV2-23","collected"
"2917","H","IGHV1-69","collected"
"2917","L","IGKV3D-20","collected"
"2918","H","IGHV3-66","collected"
"2918","L","IGKV1-9","collected"
"2919","H","IGHV3-66","collected"
"2919","L","IGKV1-9","collected"
"291","H","IGHV5-51","collected"
"291","L","IGKV3-15","collected"
"2920","H","IGHV1-69","collected"
"2920","L","IGKV3D-20","collected"
"2921","H","IGHV4-34","collected"
"2921","L","IGKV3D-20","collected"
"2922","H","IGHV4-34","collected"
"2922","L","IGKV3D-20","collected"
"2923","H","IGHV3-30","collected"
"2923","L","IGKV1-27","collected"
"2924","H","IGHV3-15","collected"
"2924","L","IGLV6-57","collected"
"2925","H","IGHV3-66","collected"
"2925","L","IGKV1-9","collected"
"2926","H","IGHV1-2","collected"
"2926","L","IGLV3-21","collected"
"2927","H","IGHV3-9","collected"
"2927","L","IGLV3-21","collected"
"2928","H","IGHV4-34","collected"
"2928","L","IGKV1-16","collected"
"2929","H","IGHV3-9","collected"
"2929","L","IGKV1-12","collected"
"2930","H","IGHV5-51","collected"
"2930","L","IGKV3D-20","collected"
"2931","H","IGHV4-59","collected"
"2931","L","IGKV1-9","collected"
"2932","H","IGHV3-48","collected"
"2932","L","IGKV1-39","collected"
"2933","H","IGHV3-30","collected"
"2933","L","IGKV1-27","collected"
"2934","H","IGHV1-46","collected"
"2934","L","IGKV3-11","collected"
"2935","H","IGHV5-51","collected"
"2935","L","IGKV3-11","collected"
"2936","H","IGHV3-23","collected"
"2936","L","IGLV7-46","collected"
"2937","H","IGHV1-8","collected"
"2937","L","IGLV3-21","collected"
"2938","H","IGHV3-11","collected"
"2938","L","IGKV1-27","collected"
"2939","H","IGHV3-66","collected"
"2939","L","IGKV3-15","collected"
"2940","H","IGHV3-66","collected"
"2940","L","IGKV1-27","collected"
"2941","H","IGHV3-66","collected"
"2941","L","IGKV1-9","collected"
"2942","H","IGHV3-49","collected"
"2942","L","IGLV3-21","collected"
"2943","H","IGHV4/OR15-8","collected"
"2943","L","IGKV4-1","collected"
"2944","H","IGHV4-39","collected"
"2944","L","IGLV6-57","collected"
"2945","H","IGHV3-66","collected"
"2945","L","IGKV1-27","collected"
"2946","H","IGHV3-66","collected"
"2946","L","IGKV1-33","collected"
"2947","H","IGHV3-30","collected"
"2947","L","IGLV3-21","collected"
"2948","H","IGHV5-51","collected"
"2948","L","IGKV1-39","collected"
"2949","H","IGHV3-23","collected"
"2949","L","IGKV1-5","collected"
"2950","H","IGHV3-9","collected"
"2950","L","IGKV1-39","collected"
"2951","H","IGHV1-18","collected"
"2951","L","IGLV6-57","collected"
"2952","H","IGHV3-21","collected"
"2952","L","IGLV1-44","collected"
"2953","H","IGHV3-66","collected"
"2953","L","IGKV1-9","collected"
"2954","H","IGHV1-46","collected"
"2954","L","IGKV3-11","collected"
"2955","H","IGHV3-30","collected"
"2955","L","IGKV1-33","collected"
"2956","H","IGHV1-46","collected"
"2956","L","IGKV3-11","collected"
"2957","H","IGHV3-66","collected"
"2957","L","IGKV1-9","collected"
"2958","H","IGHV1-8","collected"
"2958","L","IGLV3-21","collected"
"2959","H","IGHV3-7","collected"
"2959","L","IGKV1-39","collected"
"2960","H","IGHV3-23","collected"
"2960","L","IGKV1-39","collected"
"2961","H","IGHV1-69","collected"
"2961","L","IGLV2-23","collected"
"2962","H","IGHV3-66","collected"
"2962","L","IGKV1-33","collected"
"2963","H","IGHV3-66","collected"
"2963","L","IGLV3-21","collected"
"2964","H","IGHV1-2","collected"
"2964","L","IGLV1-51","collected"
"2965","H","IGHV3-30","collected"
"2965","L","IGKV1-33","collected"
"2966","H","IGHV3-9","collected"
"2966","L","IGKV1-39","collected"
"2967","H","IGHV4-39","collected"
"2967","L","IGLV1-40","collected"
"2968","H","IGHV1-69","collected"
"2968","L","IGKV3-11","collected"
"2969","H","IGHV1-46","collected"
"2969","L","IGKV3D-20","collected"
"296","H","IGHV3-66","collected"
"296","L","IGKV1-5","collected"
"2970","H","IGHV1-69","collected"
"2970","L","IGKV1-27","collected"
"2971","H","IGHV3-33","collected"
"2971","L","IGKV3-11","collected"
"2972","H","IGHV4-30-2","collected"
"2972","L","IGKV1-5","collected"
"2973","H","IGHV3-64D","collected"
"2973","L","IGKV1-39","collected"
"2974","H","IGHV3-30","collected"
"2974","L","IGKV1-33","collected"
"2975","H","IGHV3-30","collected"
"2975","L","IGKV1-33","collected"
"2976","H","IGHV3-64D","collected"
"2976","L","IGKV1-39","collected"
"2977","H","IGHV3-30","collected"
"2977","L","IGKV1-33","collected"
"2978","H","IGHV3-30","collected"
"2978","L","IGKV1-27","collected"
"2979","H","IGHV3-30","collected"
"2979","L","IGKV1-33","collected"
"2980","H","IGHV4-30-2","collected"
"2980","L","IGKV1-5","collected"
"2981","H","IGHV3-23","collected"
"2981","L","IGKV1-5","collected"
"2982","H","IGHV1-58","collected"
"2982","L","IGKV3D-20","collected"
"2983","H","IGHV1-3","collected"
"2983","L","IGLV3-10","collected"
"2984","H","IGHV3-23","collected"
"2984","L","IGKV1-5","collected"
"2985","H","IGHV3-23","collected"
"2985","L","IGKV3-11","collected"
"2986","H","IGHV5-51","collected"
"2986","L","IGKV1-5","collected"
"2987","H","IGHV1-69","collected"
"2987","L","IGLV1-40","collected"
"2988","H","IGHV3-30","collected"
"2988","L","IGKV1-5","collected"
"2989","H","IGHV5-51","collected"
"2989","L","IGKV3D-20","collected"
"2990","H","IGHV1-8","collected"
"2990","L","IGLV3-21","collected"
"2991","H","IGHV3-66","collected"
"2991","L","IGKV1-9","collected"
"2992","H","IGHV4-39","collected"
"2992","L","IGKV3-11","collected"
"2993","H","IGHV3-23","collected"
"2993","L","IGKV1-5","collected"
"2994","H","IGHV3-13","collected"
"2994","L","IGKV1-39","collected"
"2995","H","IGHV3-9","collected"
"2995","L","IGKV1-5","collected"
"2996","H","IGHV3-66","collected"
"2996","L","IGKV3-15","collected"
"2997","H","IGHV4-39","collected"
"2997","L","IGLV2-23","collected"
"2998","H","IGHV3-30","collected"
"2998","L","IGKV1-39","collected"
"2999","H","IGHV5-51","collected"
"2999","L","IGKV1-5","collected"
"29","H","IGHV3-64D","collected"
"29","L","IGKV1-39","collected"
"2","H","IGHV1-69","collected"
"2","L","IGKV3-20","collected"
"3000","H","IGHV3-66","collected"
"3000","L","IGKV3D-20","collected"
"3001","H","IGHV4-61","collected"
"3001","L","IGLV1-44","collected"
"3002","H","IGHV3-43","collected"
"3002","L","IGLV1-47","collected"
"3003","H","IGHV3-30","collected"
"3003","L","IGKV1-33","collected"
"3004","H","IGHV3-66","collected"
"3004","L","IGLV1-47","collected"
"3005","H","IGHV1-2","collected"
"3005","L","IGLV2-23","collected"
"3006","H","IGHV3-13","collected"
"3006","L","IGKV1-39","collected"
"3007","H","IGHV3-23","collected"
"3007","L","IGLV6-57","collected"
"3008","H","IGHV1-3","collected"
"3008","L","IGLV3-10","collected"
"3009","H","IGHV3-74","collected"
"3009","L","IGLV3-21","collected"
"300","H","IGHV3-30","collected"
"300","L","IGLV3-25","collected"
"3010","H","IGHV3-21","collected"
"3010","L","IGLV6-57","collected"
"3011","H","IGHV3-23","collected"
"3011","L","IGKV3-11","collected"
"3012","H","IGHV4-39","collected"
"3012","L","IGLV2-14","collected"
"3013","H","IGHV3-13","collected"
"3013","L","IGKV1-39","collected"
"3014","H","IGHV1-46","collected"
"3014","L","IGKV3D-20","collected"
"3015","H","IGHV3-9","collected"
"3015","L","IGKV3-20","collected"
"3016","H","IGHV3-66","collected"
"3016","L","IGKV3D-20","collected"
"3017","H","IGHV3-53","collected"
"3017","L","IGLV1-40","collected"
"3018","H","IGHV3-33","collected"
"3018","L","IGKV1-39","collected"
"3019","H","IGHV5-51","collected"
"3019","L","IGKV1-5","collected"
"301","H","IGHV5-51","collected"
"301","L","IGKV1-39","collected"
"3020","H","IGHV3-30","collected"
"3020","L","IGKV1-33","collected"
"3021","H","IGHV3-66","collected"
"3021","L","IGKV1-9","collected"
"3022","H","IGHV3-66","collected"
"3022","L","IGKV3D-20","collected"
"3023","H","IGHV3-23","collected"
"3023","L","IGKV1-39","collected"
"3024","H","IGHV3-43D","collected"
"3024","L","IGKV3D-20","collected"
"3025","H","IGHV4-34","collected"
"3025","L","IGKV4-1","collected"
"3026","H","IGHV1-69","collected"
"3026","L","IGLV2-14","collected"
"3027","H","IGHV3-74","collected"
"3027","L","IGLV2-8","collected"
"3028","H","IGHV1-46","collected"
"3028","L","IGKV3-11","collected"
"3029","H","IGHV3-9","collected"
"3029","L","IGKV1-33","collected"
"3030","H","IGHV3-13","collected"
"3030","L","IGKV1-39","collected"
"3031","H","IGHV3-9","collected"
"3031","L","IGLV3-21","collected"
"3032","H","IGHV3-48","collected"
"3032","L","IGKV1-39","collected"
"3033","H","IGHV3-30","collected"
"3033","L","IGKV1-33","collected"
"3034","H","IGHV3-21","collected"
"3034","L","IGKV3-11","collected"
"3035","H","IGHV3-9","collected"
"3035","L","IGKV1-5","collected"
"3036","H","IGHV4-39","collected"
"3036","L","IGLV2-23","collected"
"3037","H","IGHV5-51","collected"
"3037","L","IGKV1-5","collected"
"3038","H","IGHV1-46","collected"
"3038","L","IGLV3-25","collected"
"3039","H","IGHV3-21","collected"
"3039","L","IGLV6-57","collected"
"3040","H","IGHV1-69","collected"
"3040","L","IGLV1-40","collected"
"3041","H","IGHV3-23","collected"
"3041","L","IGKV1-39","collected"
"3042","H","IGHV3-21","collected"
"3042","L","IGKV3-15","collected"
"3043","H","IGHV3-66","collected"
"3043","L","IGKV1-33","collected"
"3044","H","IGHV4-59","collected"
"3044","L","IGLV2-14","collected"
"3045","H","IGHV1-46","collected"
"3045","L","IGLV1-40","collected"
"3046","H","IGHV3-13","collected"
"3046","L","IGKV3-15","collected"
"3047","H","IGHV5-51","collected"
"3047","L","IGKV1-39","collected"
"3048","H","IGHV3-66","collected"
"3048","L","IGLV1-47","collected"
"3049","H","IGHV3-48","collected"
"3049","L","IGKV1-5","collected"
"3050","H","IGHV3-30","collected"
"3050","L","IGKV1-5","collected"
"3051","H","IGHV3-64D","collected"
"3051","L","IGKV1-39","collected"
"3052","H","IGHV3-64D","collected"
"3052","L","IGKV1-39","collected"
"3053","H","IGHV3-64D","collected"
"3053","L","IGKV1-39","collected"
"3054","H","IGHV3-64D","collected"
"3054","L","IGKV1-39","collected"
"3055","H","IGHV1-46","collected"
"3055","L","IGKV1-39","collected"
"3056","H","IGHV3-66","collected"
"3056","L","IGLV1-40","collected"
"3057","H","IGHV3-30","collected"
"3057","L","IGKV1-33","collected"
"3058","H","IGHV3-21","collected"
"3058","L","IGKV1-39","collected"
"3059","H","IGHV3-30","collected"
"3059","L","IGKV1-33","collected"
"305","H","IGHV5-10-1","collected"
"305","L","IGKV1-5","collected"
"3060","H","IGHV3-23","collected"
"3060","L","IGLV3-1","collected"
"3061","H","IGHV3-23","collected"
"3061","L","IGLV3-1","collected"
"3062","H","IGHV3-9","collected"
"3062","L","IGLV2-14","collected"
"3063","H","IGHV3-9","collected"
"3063","L","IGLV2-14","collected"
"3064","H","IGHV3-48","collected"
"3064","L","IGKV1-39","collected"
"3065","H","IGHV3-66","collected"
"3065","L","IGKV1-33","collected"
"3066","H","IGHV3-33","collected"
"3066","L","IGKV1-39","collected"
"3067","H","IGHV4-39","collected"
"3067","L","IGLV2-23","collected"
"3068","H","IGHV4/OR15-8","collected"
"3068","L","IGKV4-1","collected"
"3069","H","IGHV3-66","collected"
"3069","L","IGKV1-33","collected"
"306","H","IGHV4-38-2","collected"
"306","L","IGLV2-23","collected"
"3070","H","IGHV3-66","collected"
"3070","L","IGKV1-9","collected"
"3071","H","IGHV1-2","collected"
"3071","L","IGLV2-14","collected"
"3072","H","IGHV1-2","collected"
"3072","L","IGLV2-14","collected"
"3073","H","IGHV3-23","collected"
"3073","L","IGLV1-44","collected"
"3074","H","IGHV3-23","collected"
"3074","L","IGLV1-44","collected"
"3075","H","IGHV3-66","collected"
"3075","L","IGKV1-5","collected"
"3076","H","IGHV3-66","collected"
"3076","L","IGKV1-5","collected"
"3077","H","IGHV1-3","collected"
"3077","L","IGLV1-44","collected"
"3078","H","IGHV3-21","collected"
"3078","L","IGLV3-21","collected"
"3079","H","IGHV3-30","collected"
"3079","L","IGKV1-33","collected"
"3080","H","IGHV3-7","collected"
"3080","L","IGLV6-57","collected"
"3081","H","IGHV3-66","collected"
"3081","L","IGKV1-33","collected"
"3082","H","IGHV3-66","collected"
"3082","L","IGKV1-33","collected"
"3083","H","IGHV3-30","collected"
"3083","L","IGKV1-33","collected"
"3084","H","IGHV3-66","collected"
"3084","L","IGKV1-33","collected"
"3085","H","IGHV3-53","collected"
"3085","L","IGKV1-5","collected"
"3086","H","IGHV3-66","collected"
"3086","L","IGKV1-9","collected"
"3087","H","IGHV4-34","collected"
"3087","L","IGLV2-14","collected"
"3088","H","IGHV3-23","collected"
"3088","L","IGKV1-33","collected"
"3089","H","IGHV3-11","collected"
"3089","L","IGKV1-12","collected"
"308","H","IGHV1-18","collected"
"308","L","IGKV3-15","collected"
"3090","H","IGHV3-53","collected"
"3090","L","IGKV1-12","collected"
"3091","H","IGHV1-18","collected"
"3091","L","IGLV2-23","collected"
"3092","H","IGHV3-66","collected"
"3092","L","IGKV3-15","collected"
"3093","H","IGHV5-51","collected"
"3093","L","IGLV2-14","collected"
"3094","H","IGHV3-9","collected"
"3094","L","IGKV3-15","collected"
"3095","H","IGHV3-9","collected"
"3095","L","IGKV3-15","collected"
"3096","H","IGHV3-30","collected"
"3096","L","IGKV1-33","collected"
"3097","H","IGHV3-33","collected"
"3097","L","IGKV3D-20","collected"
"3098","H","IGHV1-46","collected"
"3098","L","IGKV3-15","collected"
"3099","H","IGHV3-66","collected"
"3099","L","IGKV3-15","collected"
"309","H","IGHV3-15","collected"
"309","L","IGLV1-40","collected"
"30","H","IGHV1-69","collected"
"30","L","IGKV2-29","collected"
"3100","H","IGHV3-66","collected"
"3100","L","IGKV3-15","collected"
"3101","H","IGHV1-46","collected"
"3101","L","IGKV3-11","collected"
"3102","H","IGHV5-51","collected"
"3102","L","IGKV1-39","collected"
"3103","H","IGHV3-23","collected"
"3103","L","IGKV1-33","collected"
"3104","H","IGHV1-69","collected"
"3104","L","IGKV1-27","collected"
